cas,smiles,h1,h2
2571988-14-0,O=C(O)C1=CC=C(C#CC(=O)C=2C=CC=CC2)C=C1C(=O)O,22,31
2570957-68-3,O=C(O)C=1C=CC=C(C#CCC(C(=O)OC)C)C1C(=O)O,21,34
2516538-73-9,O=C(O)C=1C=CC=C(C#CC=2C=CN=CC2F)C1C(=O)O,21,28
2510919-52-3,O=C(O)C1=CC=C(C#CC(=O)NCC)C=C1C(=O)O,19,29
2509498-48-8,O=C(O)C=1C=CC=C(C#CCNC(=O)CC)C1C(=O)O,20,32
2506615-21-8,O=C(O)C=1C=CC=C(C#CCCCC(=O)Cl)C1C(=O)O,20,30
2505063-82-9,O=C(O)C1=CC=C(C#CC=2N=C(C=CC2)C)C=C1C(=O)O,21,31
2501538-32-3,O=C(O)C=1C=CC=C(C#CC2CCC(=O)CC2)C1C(=O)O,21,34
2492861-43-3,O=C(O)C1=CC=C(C#CCC(N)C(=O)N)C=C1C(=O)O,20,31
2475577-60-5,O=C(O)C1=CC=C(C#CC=2N=CN=CC2)C=C1C(=O)O,20,27
2444341-06-2,O=C(O)C=1C=CC=C(C#CC=2SC=NC2)C1C(=O)O,19,25
2439798-70-4,O=C(O)C1=CC=C(C#CC2CCC(N)CC2)C=C1C(=O)O,21,37
2437018-69-2,O=C(O)C1=CC=C(C#CCC(N)(C(=O)O)C)C=C1C(=O)O,21,33
1823710-64-0,O=C(O)C1=CC=2OCC(N)C2C=C1C(=O)O,16,24
1447428-13-8,O=C(O)C1=CC=C2C(=C1C(=O)O)CC(=O)CC2,17,20
1344902-40-4,O=C(O)C1=CC=2OCCC(=O)C2C=C1C(=O)O,17,24
1344901-94-5,O=C(O)C1=CC=C2C(=O)CCCC2=C1C(=O)O,17,26
1344633-57-3,O=C(O)C1=CC=2OCCC(N)C2C=C1C(=O)O,17,27
1344627-98-0,O=C(O)C1=CC=C2C(=C1C(=O)O)CCCC2N,17,20
1344474-98-1,O=C(O)C1=CC=C2C(=C1C(=O)O)CCCC2N,17,20
1344431-41-9,O=C(O)C1=CC=2OCCC(N)C2C=C1C(=O)O,17,27
28921-49-5,O=C(O)C=1C=C2C(=O)OCC2=CC1C(=O)O,16,21
537033-42-4,O=C(O)C1=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C1C(=O)O,30,67
86503-70-0,O=C(O)C1=CC(NCC)=C(C=C1C(=O)O)N(=O)=O,18,27
67700-34-9,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)N(Cl)Cl,18,22
4659-50-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C(=O)O)C(=C2)C,24,28
927672-67-1,O=C(O)C=1C=CC=C(NC=2C=CC=CC2OC)C1C(=O)O,21,33
201011-31-6,O=C(O)C1=CC=CC(=C1C(=O)O)P(C=2C=CC=CC2)C=3C=CC=CC3,25,29
2920533-63-5,O=C(O)C1=CC=C(C=C1C(=O)O)N(C)C2COC2,18,22
2723653-52-7,O=C(O)C1=CC=2SC(NC2C=C1C(=O)O)C,16,21
2628431-76-3,O=C(O)C1=CC=C(C#CC2(C)CCOCC2)C=C1C(=O)O,21,36
2625486-95-3,O=C(O)C1=CC=C(C#CC2CCC(=O)CC2)C=C1C(=O)O,21,34
2624890-90-8,O=C(O)C=1C=CC=C(C#CC2=NC=C(N=C2)C)C1C(=O)O,21,30
2622018-82-8,O=C(O)C=1C=CC=C(C#CCNC(=O)CN)C1C(=O)O,20,31
2621891-60-7,O=C(O)C1=CC=C(C#CC=2N=C(C=NC2)C)C=C1C(=O)O,21,30
2620400-30-6,O=C(O)C1=CC=C(C#CC2(COC2)CC)C=C1C(=O)O,20,33
2618558-76-0,O=C(O)C1=CC=C(C#CC2CC(=O)CCC2)C=C1C(=O)O,21,34
2616279-67-3,O=C(O)C1=CC=C(C#CC2=NC=C(N=C2)C)C=C1C(=O)O,21,30
2604914-93-2,O=C(O)C1=CC=C(C#CC(N)C(OC)(C)C)C=C1C(=O)O,21,37
2599149-28-5,O=C(O)C1=CC=C(C#CCOC(=O)C=C)C=C1C(=O)O,20,29
2588708-13-6,O=C(O)C1=CC=C(C#CC2=NC=CN=C2C)C=C1C(=O)O,21,30
2585271-95-8,O=C(O)C=1C=CC=C(C#CC2=CN=C(N)C=C2)C1C(=O)O,21,30
2579534-92-0,O=C(C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O)OC(C)C,24,22
2579423-32-6,O=C(O)C=1C=CC=C(C#CCC2(CO)CCC2)C1C(=O)O,21,36
2570261-26-4,O=C(O)C1=CC=C(C#CCNC2CC2)C=C1C(=O)O,19,31
2567186-11-0,O=C(O)C=1C=CC=C(C#CC(=O)C2CCC2)C1C(=O)O,20,31
2556828-66-9,O=C(O)C1=CC=C(C#CCN(C)CCOC)C=C1C(=O)O,21,37
2548947-42-6,O=C(O)C1=CC=C(C#CC=2C=C(N=C(C2)C)C)C=C1C(=O)O,22,34
2544095-29-4,O=C(O)C=1C=CC=C(C#CC(N)C2OCCC2)C1C(=O)O,21,35
2543137-19-3,O=C(O)C1=CC=C(C#CC2(O)CCCC2)C=C1C(=O)O,20,33
2542671-87-2,O=C(O)C1=CC=C(C#CC=2C=NNC2)C=C1C(=O)O,19,26
2535645-46-4,O=C(O)C1=CC=C(C#CCOCC2OC2)C=C1C(=O)O,20,31
2519914-12-4,O=C(O)C=1C=CC=C(C#CCNCC2CC2)C1C(=O)O,20,34
2518392-82-8,O=C(O)C1=CC=C(C#CCS(=O)CC#C)C=C1C(=O)O,20,29
2501910-28-5,O=C(O)C=1C=CC=C(C#CC2NCCOC2)C1C(=O)O,20,32
2469781-36-8,O=C(O)C1=CC=2N=C(N)NC2C=C1C(=O)O,16,22
2445693-03-6,O=C(O)C=1C=CC=C(C#CC2CC2C(=O)OC)C1C(=O)O,21,32
10595-30-9,O=C(O)C1=CC=C(SC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,25,34
10595-36-5,O=C(O)C1=CC=C(C=C1C(=O)O)C(C2=CC=C(C(=O)O)C(=C2)C(=O)O)(C)C,27,31
114014-30-1,O=C(O)C=1C=CC(=CC1C(=O)O)C=2C=CC=C(C2)C=3C=CC(C(=O)O)=C(C3)C(=O)O,30,34
92550-66-8,O=C(O)C1=CC=2C=C(OC)C=C(OC)C2C(OC)=C1C(=O)O,22,35
164517-81-1,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C=2C=CC=CC2,21,25
92252-43-2,O=C(O)C1=CC=C2C(=C1C(=O)O)CCCC2(C)C,18,21
108749-50-4,O=C(O)C=1C(NC)=C(C(=O)O)C(C(=O)O)=C(NC)C1C(=O)O,27,28
1448009-68-4,O=C(O)C=1C=C(C=C(C1C(=O)O)C(F)(F)F)C(C)(C)C,20,23
927672-57-9,O=C(O)C=1C=CC=C(NC2=CC=C(OC)C=C2)C1C(=O)O,21,33
181942-27-8,O=C(O)C1=C(F)C(F)=C(C(F)=C1C(=O)O)C(C(=O)O)C,20,21
116751-29-2,O=C(O)C1=C(F)C(F)=C(OCCC)C(F)=C1C(=O)O,19,27
95277-27-3,O=C(O)C1=CC=2C=C(OC)C=CC2C(C=3C=CC=CC3)=C1C(=O)O,24,37
92103-79-2,O=C(O)C1=CC=2OC=3C=CC=CC3C2C=C1C(=O)O,19,26
84784-17-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)CCCCCCCCCCCCCCCCC,31,35
2741044-11-9,O=C(O)C=1C(F)=C(C=C(OC)C1C(=O)O)C=2C=CC=CC2,21,26
2617534-17-3,O=C(O)C1=CC=C(C#CC2=CC=CN=C2N)C=C1C(=O)O,21,30
2604060-80-0,O=C(O)C=1C=CC=C(C#CC2(O)CCCCC2)C1C(=O)O,21,36
2600413-58-7,O=C(O)C=1C=CC=C(C#CC2=CN=C(C=C2)CO)C1C(=O)O,22,32
2588677-17-0,O=C(O)C1=CC=C(C#CC=2SC=CC2C)C=C1C(=O)O,20,29
2580661-73-8,O=C(O)C1=CC=C(C#CC=2C=NC=C(F)C2)C=C1C(=O)O,21,28
2568780-72-1,N#CC1=CN=C(C#CC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,27,26
2554228-40-7,O=C(O)C=1C=CC=C(C#CCC2(O)CCC2)C1C(=O)O,20,33
2552609-61-5,O=C(O)C1=CC=C(C#CCC(C(=O)OC)C)C=C1C(=O)O,21,34
2552175-92-3,N#CC1=CN=C(C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1,27,25
2545656-66-2,O=C(O)C1=CC=C(C#CC2=CN=C(N)C=C2)C=C1C(=O)O,21,30
2543403-54-7,O=C(O)C=1C=CC=C(C#CC2(O)COCC2)C1C(=O)O,20,31
2542847-11-8,O=C(O)C1=CC=C(C#CC(O)C(=O)OCC)C=C1C(=O)O,21,32
2517989-17-0,O=C(O)C1=CC=C(C#CCNC(=O)CC)C=C1C(=O)O,20,32
2513020-04-5,O=C(O)C1=CC=C(C#CCCCC(=O)Cl)C=C1C(=O)O,20,30
2512077-45-9,O=C(O)C1=CC=C(C#CC=2C=CN=CC2F)C=C1C(=O)O,21,28
2498989-41-4,O=C(O)C1=CC=C(C#CCNC(=O)N)C=C1C(=O)O,19,28
2498322-77-1,O=C(O)C=1C=CC=C(C#CCN2CCCC2)C1C(=O)O,20,34
2493790-95-5,N#CC1=NC=C(C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1,27,25
2475628-86-3,N#CC1=NC=C(C#CC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,27,26
2439557-14-7,O=C(O)C1=CC=C(C#CC2=CN=C(C=C2)CO)C=C1C(=O)O,22,32
2438581-31-6,O=C(O)C1=CC=C(C#CC=2SC=NC2)C=C1C(=O)O,19,25
2338347-23-0,O=C(O)C=1C=CC=C(NC(=O)CCOC)C1C(=O)O,19,31
2083621-23-0,O=CCN(CC(=O)O)CC1=CC=C(C(=O)O)C(=C1)C(=O)O,33,31
1822800-21-4,O=C(O)C1=CC=C2C(OCC2N)=C1C(=O)O,16,24
1630713-49-3,O=C(O)C1=CC=C2C(NC(C)C2)=C1C(=O)O,16,26
1510440-09-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C=2C=CC=CC2N,21,25
1344902-86-8,O=C(O)C1=CC=C2C(=O)CCOC2=C1C(=O)O,17,24
1344619-58-4,O=C(O)C1=CC=C2C(OCCC2N)=C1C(=O)O,17,27
1344577-56-5,O=C(O)C1=CC=C2C(OCCC2N)=C1C(=O)O,17,27
925104-23-0,O=C(O)C=1C=CC=C(NC(=O)C(CC)CC)C1C(=O)O,20,36
65687-32-3,O=C(O)C1=CC(OCCCOC=2C=CC=CC2)=C(C=C1C(=O)O)C,24,38
1812208-97-1,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC=C)CC(=O)O,21,25
107682-91-7,O=C(O)C=1C=C(C2=C(C1C(=O)O)CC(C)CC2)C,18,20
69442-22-4,O=C(O)C1=CC=C(C(=O)O)C(=C1C(=O)O)C=2C(=CC=C(C(=O)O)C2C(=O)O)C(=O)O,30,34
2643100-97-2,O=C(O)C=1C=CC=C(C#CC(C(=O)Cl)(C)C)C1C(=O)O,20,30
2626488-78-4,O=C(O)C1=CC=C(C#CC2=CC=C(F)C(N)=C2)C=C1C(=O)O,22,31
2613146-40-8,O=C(O)C1=CC=C(C#CC(N)C2OCCC2)C=C1C(=O)O,21,35
2599081-63-5,N#CCC(=O)NCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,30,29
2579244-00-9,O=C(O)C=1C=CC=C(C#CC2=CN=C(N=C2)N)C1C(=O)O,21,29
2570684-26-1,O=C(O)C=1C=CC=C(C#CC2=CC(F)=CC=C2N)C1C(=O)O,22,31
2569530-23-8,O=C(O)C=1C=CC=C(C#CCC(N)C(=O)OC)C1C(=O)O,21,33
2551882-83-6,O=C(Cl)OCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,25,24
2550583-32-7,O=C(O)C=1C=CC=C(C#CCCNC(=O)C)C1C(=O)O,20,32
2546037-91-4,O=C(O)C1=CC=C(C#CC2CC2C(=O)OC)C=C1C(=O)O,21,32
2542998-81-0,O=C(O)C1=CC=C(C#CC2=CC(F)=CC=C2N)C=C1C(=O)O,22,31
2535572-68-8,O=C(O)C1=CC=C(C#CC2=CC(N)=CC=C2F)C=C1C(=O)O,22,31
2527835-61-4,O=CC1=CC=CN=C1C#CC2=CC=CC(C(=O)O)=C2C(=O)O,30,29
2524396-08-3,O=C(O)C1=CC=C(C#CCNCC2CC2)C=C1C(=O)O,20,34
2518955-93-4,O=C(O)C1=CC=C(C#CCNC(=O)CN)C=C1C(=O)O,20,31
2513613-99-3,O=C(O)C=1C=CC=C(C#CC2=CC=C(F)C(N)=C2)C1C(=O)O,22,31
2511796-33-9,O=C(O)C=1C=CC=C(C#CC2=CC(N)=CC=C2F)C1C(=O)O,22,31
2503269-06-3,O=C(O)C1=CC=C(C#CCC2(CO)CCC2)C=C1C(=O)O,21,36
2501006-43-3,O=C(O)C1=CC=C(C#CC(=O)C2CCC2)C=C1C(=O)O,20,31
2493745-54-1,O=C(O)C=1C=CC=C(C#CC=2N=C(C=CC2)CO)C1C(=O)O,22,32
2442958-52-1,O=C(O)C=1C=CC=C(C#CC(O)C2=NC=CC=C2)C1C(=O)O,22,32
2442354-93-8,O=C(O)C1=CC=C(C#CC2NCCOC2)C=C1C(=O)O,20,32
2345019-70-5,O=C(O)C=1C=CC=C(NS(=O)(=O)CC)C1C(=O)O,18,28
2338723-16-1,O=C(O)C=1C=CC=C(NC(=O)C2CCC2)C1C(=O)O,19,31
2338347-08-1,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2C)C1C(=O)O,22,34
925153-33-9,O=C(O)C=1C=CC=C(NC(=O)C2=CC=CC(=C2)C)C1C(=O)O,22,34
723234-44-4,O=C(O)C=1C=CC=2C=3C=CC=4C=CC=C5C=CC(=CC2C1C(=O)O)C3C54,26,37
29810-95-5,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)C=2C=CC=CC2,21,25
855955-51-0,O=C(O)C=1C(OC)=C(C(OC)=C(C(=O)OC)C1C(=O)O)C,21,31
2293126-37-9,O=C(O)C=1C(=CC=C(C2=CSC=C2)C1C(=O)O)C3=CSC=C3,22,28
537033-35-5,O=C(O)C1=CC(SCCCCCCCC)=C(SCCCCCCCC)C=C1C(=O)O,30,67
80964-38-1,O=C(O)C1=CC2=CC(Br)=C(C=C2C=C1C(=O)O)N(=O)=O,20,25
80964-15-4,O=C(O)C=1C=C2C=C3N=CNC3=CC2=CC1C(=O)O,19,26
2643915-90-4,O=C(O)C1=CC=C(C#CC2=CN=C(OC)C=C2)C=C1C(=O)O,22,32
2628605-74-1,O=C(O)C=1C=CC=C(C#CC2(O)CCOCC2)C1C(=O)O,21,34
2619290-92-3,O=CC1=NC=C(C#CC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,28,27
2601511-03-7,O=CC1=NC=C(C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1,28,26
2595508-23-7,O=C(C#CC1=CC=CC(C(=O)O)=C1C(=O)O)OC(C)(C)C,25,24
2592352-27-5,O=C(O)C=1C=CC=C(C#CCNC(=O)CCN)C1C(=O)O,21,34
2580793-41-3,O=C(O)C(=O)NCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,29,28
2574266-26-3,O=C(O)C=1C=CC=C(C#CCCS(=O)(=O)N)C1C(=O)O,20,30
2572651-45-5,O=C(O)C1=CC=C(C#CC2=NC=CS2)C=C1C(=O)O,19,25
2551583-12-9,O=C(O)C1=CC=C(C#CC2(O)CCCCC2)C=C1C(=O)O,21,36
2549330-36-9,O=C(O)C1=CC=C(C#CC2(O)COCC2)C=C1C(=O)O,20,31
2545886-67-5,O=C(O)C=1C=CC=C(C#CC2=CN=C(OC)C=C2)C1C(=O)O,22,32
2543267-33-8,O=C(O)C=1C=CC=C(C#CC2=NC=CC(OC)=C2)C1C(=O)O,22,32
2543065-94-5,O=C(O)C=1C=CC=C(C#CC2=NC=CC=C2F)C1C(=O)O,21,28
2542869-63-4,O=C(O)C1=CC=C(C#CCN2CCCC2)C=C1C(=O)O,20,34
2540592-21-8,O=C(O)C=1C=CC=C(C#CCN2CCNCC2)C1C(=O)O,21,36
2539242-67-4,O=C(O)C=1C=CC=C(C#CC2(F)COC2)C1C(=O)O,19,27
2537606-51-0,O=C(O)C=1C=CC=C(C#CCNC(=O)C=C)C1C(=O)O,20,30
2528966-62-1,O=C(O)C1=CC=C(C#CCC2(O)CCC2)C=C1C(=O)O,20,33
2516038-92-7,O=C(O)C=1C=CC=C(C#CC=2C=CN=C(F)C2)C1C(=O)O,21,28
2513806-07-8,O=C(O)C=1C=CC=C(C#CC2=CC=CN=C2F)C1C(=O)O,21,28
2507861-52-9,O=C(Cl)OCCC#CC1=CC=CC(C(=O)O)=C1C(=O)O,28,27
2506815-41-2,O=C(O)C=1C=CC=C(C#CC2(N)CCCCC2)C1C(=O)O,21,37
2506581-25-3,O=C(O)C1=CC=C(C#CC2=CN=C(N=C2)N)C=C1C(=O)O,21,29
2496232-32-5,O=C(O)C=1C=CC=C(C#CCNC(=O)C(O)C)C1C(=O)O,21,33
1823701-01-4,O=C(O)C1=CC=C2OCC(N)C2=C1C(=O)O,16,24
1344888-54-5,O=C(O)C1=CC=C2OCCC(=O)C2=C1C(=O)O,17,24
1344577-48-5,O=C(O)C1=CC=C2OCCC(N)C2=C1C(=O)O,17,27
1344410-68-9,O=C(O)C1=CC=C2OCCC(N)C2=C1C(=O)O,17,27
857171-53-0,O=C(O)C=1C=C(C(C(=O)O)=C(O)C1C(=O)O)CC2=CC=C(OC)C=C2,25,29
201402-11-1,O=C(O)C1=CC=C(N=NC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1,30,28
113801-04-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C,22,26
1812208-98-2,N#CCCN(CC(=O)O)CC1=CC=C(C(=O)O)C(=C1)C(=O)O,35,33
198123-94-3,O=C(OCCC(=O)C1=CC=C(C(=O)O)C(=C1)C(=O)O)C=C,29,27
127073-99-8,O=C(O)C1=CC=C2SC=3C=CC=CC3C2=C1C(=O)O,19,26
91903-86-5,O=C(O)C=1C(O)=C(C(=O)O)C2=C(C1C(=O)O)CCCC2,20,23
27065-23-2,O=C(O)C1=CC(=CC(=C1C(=O)O)C)S(=O)(=O)C=2C=CC=CC2,22,25
2646563-90-6,O=C(Cl)OCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,25,23
2612526-74-4,O=C(O)C=1C=CC=C(C#CCOC=2C=NC=CC2)C1C(=O)O,22,32
2595000-58-9,O=C(O)C=1C=CC=C(C#CCN2CCCCC2)C1C(=O)O,21,37
2594574-49-7,O=C(O)C1=CC=C(C#CC2=NC=C(C=C2N)C)C=C1C(=O)O,22,33
2591150-55-7,O=C(O)C1=CC=C(C#CCC(N)C(=O)OC)C=C1C(=O)O,21,33
2591107-28-5,O=C(O)C=1C=CC=C(C#CCC(N)C(=O)NN)C1C(=O)O,21,33
2582435-02-5,O=C(O)C=1C=CC=C(C#CCC2(O)COC2)C1C(=O)O,20,31
2576642-07-2,O=C(O)C1=CC=C(C#CCCNC(=O)C)C=C1C(=O)O,20,32
2573472-85-0,O=C(O)C1=CC=C(C#CC(C(=O)Cl)(C)C)C=C1C(=O)O,20,30
2568021-97-4,N#CCC(=O)NCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,30,28
2518489-42-2,O=C(O)C=1C=CC=C(C#CC2=NC=C(C=C2N)C)C1C(=O)O,22,33
2516202-30-3,O=C(O)C=1C=CC=C(C#CCNCC(F)F)C1C(=O)O,20,30
2512624-64-3,O=C(O)C=1C=CC=C(C#CCN2C=CC=C2)C1C(=O)O,20,30
2510773-41-6,O=C(O)C1=CC=C(C#CC(O)C2=NC=CC=C2)C=C1C(=O)O,22,32
2497695-17-5,O=C(O)C1=CC=C(C#CCOC(=O)C(=C)C)C=C1C(=O)O,21,32
2475810-92-3,O=C(O)C1=CC=C(C#CC=2N=C(C=CC2)CO)C=C1C(=O)O,22,32
2444616-08-2,O=CC1=CC=CN=C1C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O,30,28
2441886-82-2,O=C(O)C=1C=CC=C(C#CCC2(O)CCCC2)C1C(=O)O,21,36
2344684-00-8,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)C)C1C(=O)O,22,34
1344617-78-2,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(F)(F)C(=O)O,20,24
1344575-65-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(F)(F)C(=O)O,20,24
1344564-60-8,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(F)(F)C(=O)O,20,24
1344490-92-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(F)(F)C(=O)O,20,24
24866-16-8,O=C(O)C1=C(C(=O)O)C(=CC=C1C(F)(F)F)C(F)(F)F,21,20
860733-51-3,O=C(O)C=1C=CC2=CC=3C=CC=CC3C(C=4C=CC=CC4)=C2C1C(=O)O,26,39
15673-33-3,O=C(O)C1=CC=C(SSC2=CC=C(C(=O)O)C(=C2)C(=O)O)C=C1C(=O)O,26,35
1812208-99-3,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC=2C=CC=CC2,25,29
116751-30-5,O=C(O)C1=C(F)C(F)=C(OCCCC)C(F)=C1C(=O)O,20,30
78319-19-4,O=C(O)C1=CC(=CC(C(=O)O)=C1C(=O)O)NCCCCCCCCCCCCCCCC,36,35
5211-57-4,O=C(O)C1=CC(OC)=C(C(=O)OCC)C(OC)=C1C(=O)O,21,34
945741-43-5,O=C(O)C1=CC=C(OC=2C(=CC(Cl)=CC2C)C)C=C1C(=O)O,22,34
2646565-28-6,O=C(O)C1=CC=C(C#CCNC(=O)CCN)C=C1C(=O)O,21,34
2626822-92-0,O=C(O)C1=CC=C(C#CC2=NC=C(F)C=C2)C=C1C(=O)O,21,28
2626753-71-5,O=C(O)C1=CC=C(C#CC2=NC=CC=C2F)C=C1C(=O)O,21,28
2607761-11-3,O=C(O)C=1C=CC=C(C#CC2=NC(=NC=C2)N)C1C(=O)O,21,29
2605198-62-5,O=C(O)C=1C=CC=C(C#CC2=NC=CN=C2N)C1C(=O)O,21,29
2594190-10-8,O=C(O)C(=O)NCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,29,27
2583827-58-9,O=C(O)C1=CC=C(C#CC2=CC=CN=C2F)C=C1C(=O)O,21,28
2571716-82-8,O=C(O)C1=CC=C(C#CC2(F)COC2)C=C1C(=O)O,19,27
2550435-61-3,O=C(O)C1=CC=C(C#CC2=CN=C(F)C=C2)C=C1C(=O)O,21,28
2548840-82-8,O=C(O)C=1C=CC=C(C#CC2=CN=C(F)C=C2)C1C(=O)O,21,28
2546670-50-0,O=C(O)C=1C=CC=C(C#CC2=NC=C(F)C=C2)C1C(=O)O,21,28
2542278-94-2,O=C(O)C1=CC=C(C#CCN2CCNCC2)C=C1C(=O)O,21,36
2531250-84-5,O=C(O)C=1C=CC=C(C#CCNC(=O)COC)C1C(=O)O,21,33
2520655-40-5,O=C(O)C=1C=CC=C(C#CC2(O)CNCC2)C1C(=O)O,20,32
2510424-88-9,O=C(O)C1=CC=C(C#CC=2C=CN=C(F)C2)C=C1C(=O)O,21,28
2507987-72-4,O=C(O)C=1C=CC=C(C#CCNC2CCCC2)C1C(=O)O,21,37
2505526-78-1,O=C(Cl)OCCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,28,26
2503161-84-8,O=C(O)C1=CC=C(C#CC2(N)CCCCC2)C=C1C(=O)O,21,37
2499781-44-9,O=C(O)C1=CC=C(C#CCNC(=O)C(O)C)C=C1C(=O)O,21,33
2498982-76-4,O=C(O)C1=CC=C(C#CC2(O)CCOCC2)C=C1C(=O)O,21,34
2493683-96-6,O=C(O)C1=CC=C(C#CCCS(=O)(=O)N)C=C1C(=O)O,20,30
2475237-42-2,O=C(O)C1=CC=C(C#CC2=NC=CC(OC)=C2)C=C1C(=O)O,22,32
2474709-27-6,O=C(C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O)OC(C)(C)C,25,23
2448315-83-9,O=C(O)C1=CC=C(C#CCNC(=O)C=C)C=C1C(=O)O,20,30
937674-68-5,O=C(O)C1=CC(=CC(=C1C(=O)O)N(=O)=O)NC(=O)C,19,22
30503-70-9,O=C(O)C=1C=C(C=C(C1C(=O)O)C(F)(F)F)C(F)(F)F,20,23
674796-25-9,O=C(O)C1=CC=C(OC=2C(OC)=C(OC)C=C(C(=O)O)C2C(=O)O)C=C1,37,36
449763-65-9,O=C(O)C1=C(OCCC)C=2C=CC=CC2C(OCCC)=C1C(=O)O,24,43
1056999-30-4,O=C(O)C=1C=CC=C(NCC=2OC=CC2)C1C(=O)O,19,29
927672-61-5,O=C(O)C=1C=CC=C(NC2=CC=C(OC)C(O)=C2)C1C(=O)O,22,34
927672-50-2,O=C(O)C=1C=CC=C(NC2=CC=C(C=C2)C(C)(C)C)C1C(=O)O,23,41
137818-48-5,O=C(O)C=1C=C2C(=CC1C(=O)O)C(C)(C)CC2(C)C,19,22
116751-32-7,O=C(O)C1=C(F)C(F)=C(OC(=O)C)C(F)=C1C(=O)O,19,23
29638-29-7,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,37,41
3002925-78-9,O=C(O)C=1C(C(=O)O)=C(C(=C(C(=O)O)C1CC(CC)CCCC)CC(CC)CCCC)CC(CC)CCCC,40,39
2975126-07-7,O=C(O)C1=C2C=C3OCOC3=CC2=CC(=C1C(=O)O)C,20,26
2610836-56-9,O=C(O)C1=CC=C(C#CCN2CCCCC2)C=C1C(=O)O,21,37
2606586-70-1,O=C(O)C1=CC=C(C#CCC2(O)COC2)C=C1C(=O)O,20,31
2582650-79-9,O=C(O)C=1C=CC=C(C#CCNC(=O)CCl)C1C(=O)O,20,29
2581935-10-4,O=C(O)C=1C=CC=C(C#CC=2N=C(OC)C=CC2)C1C(=O)O,22,32
2551367-40-7,O=C(O)C1=CC=C(C#CCOC=2C=NC=CC2)C=C1C(=O)O,22,32
2503688-09-1,O=C(O)C=1C=CC=C(C#CC(OC(=O)N)(C)C)C1C(=O)O,21,33
2503006-83-3,O=C(O)C1=CC=C(C#CCN2C=CC=C2)C=C1C(=O)O,20,30
2477093-32-4,O=C(O)C=1C=CC=C(C#CC2=NC=C(N=C2)N)C1C(=O)O,21,29
2474004-52-7,O=C(O)C=1C=CC=C(C#CCN2CCOCC2)C1C(=O)O,21,35
2473383-23-0,O=C(O)C1=CC=C(C#CCC(N)C(=O)NN)C=C1C(=O)O,21,33
2442555-58-8,O=C(O)C1=CC=C(C#CCNCC(F)F)C=C1C(=O)O,20,30
2436086-84-7,O=C(O)C1=CC=C(C#CCC2(O)CCCC2)C=C1C(=O)O,21,36
2345909-85-3,O=C(O)C=1C=CC=C(NC(=O)C2CCCC2)C1C(=O)O,20,34
1019064-17-5,O=C(O)C1=CC=C(C=C1C(=O)O)C2C3CC4CC(C3)CC2C4,22,26
404840-27-3,O=C(O)C=1C=CC=C(NC(=O)CC=2C=CC=CC2)C1C(=O)O,22,34
2374966-55-7,O=C(O)C=1C=C(C=C(C1)C=2C=CC(C3=CC(=CC(=C3)C(=O)O)C(=O)O)=C(C(=O)O)C2C(=O)O)C(=O)O,48,47
24225-31-8,O=C(O)C=1C=C2C3=CC=CC=4C=CC=C(C2=CC1C(=O)O)C43,22,31
